time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-11-17T22:04:14.000Z,62.8577,-149.5887,77.3,1.2,ml,,,,0.16,ak,ak11443912,2014-11-18T06:06:18.548Z,"65km NNE of Talkeetna, Alaska",earthquake
2014-11-17T22:01:25.820Z,37.6430016,-118.9453354,7.62,1,md,10,120,0.02342,0.01,nc,nc72348921,2014-11-17T22:07:03.334Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-11-17T21:54:20.170Z,41.5291667,-112.2856667,8.69,1,ml,8,109,0.069,0.2,uu,uu60092157,2014-11-17T23:12:05.130Z,"21km SW of Honeyville, Utah",earthquake
2014-11-17T21:52:58.990Z,33.6935,-116.8163333,17.45,1.91,ml,66,19,0.06856,0.26,ci,ci37061967,2014-11-18T18:23:39.600Z,"9km SE of Valle Vista, California",earthquake
2014-11-17T21:52:34.970Z,33.6925,-116.8148333,17.24,1.8,ml,69,19,0.06813,0.26,ci,ci37061959,2014-11-18T18:23:45.170Z,"9km SE of Valle Vista, California",earthquake
2014-11-17T21:45:04.900Z,33.6676667,-116.7606667,13.72,0.59,ml,18,104,0.05819,0.16,ci,ci37061951,2014-11-18T18:21:39.949Z,"8km SSW of Idyllwild, California",earthquake
2014-11-17T21:39:14.340Z,37.6446648,-118.9438324,8.04,1.01,md,14,124,0.02158,0.03,nc,nc72348901,2014-11-17T21:49:03.629Z,"2km E of Mammoth Lakes, California",earthquake
2014-11-17T21:38:22.640Z,33.6555,-116.7605,13.62,1.75,ml,61,18,0.06172,0.23,ci,ci37061943,2014-11-18T18:23:52.800Z,"10km SSW of Idyllwild-Pine Cove, California",earthquake
2014-11-17T21:37:21.070Z,44.363,-110.6841667,2.13,0.81,md,6,116,0.084,0.13,uu,uu60092152,2014-11-17T23:08:28.100Z,"15km SE of Old Faithful Geyser, Wyoming",earthquake
2014-11-17T21:31:56.980Z,44.6571667,-109.9775,14.73,0.85,md,5,209,0.084,0.21,uu,uu60092147,2014-11-18T16:42:04.290Z,"71km ENE of Old Faithful Geyser, Wyoming",earthquake
2014-11-17T21:28:27.850Z,33.6611667,-116.7618333,13.3,1.41,ml,45,27,0.06377,0.22,ci,ci37061927,2014-11-18T18:24:59.120Z,"9km SSW of Idyllwild-Pine Cove, California",earthquake
2014-11-17T21:22:52.000Z,37.6428337,-118.9496689,6.11,0.54,md,8,129,0.02446,0.03,nc,nc72348886,2014-11-17T21:36:07.276Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-11-17T21:05:26.150Z,38.831665,-122.7959976,2.1,0.57,md,10,76,0.008053,0.02,nc,nc72348881,2014-11-17T22:34:02.845Z,"6km W of Cobb, California",earthquake
2014-11-17T21:03:57.000Z,61.498,-140.6713,13.8,3.1,ml,,,,1.28,ak,ak11443898,2014-11-18T05:28:34.489Z,"186km NNE of Cape Yakataga, Alaska",earthquake
2014-11-17T20:53:22.800Z,42.1136,144.3436,27.61,4.7,mb,,134,0.888,0.89,us,usc000sy8m,2014-11-18T05:28:31.342Z,"95km S of Kushiro, Japan",earthquake
2014-11-17T20:51:00.460Z,44.3625,-110.6791667,4.12,1.18,ml,8,100,0.081,0.12,uu,uu60092137,2014-11-17T22:50:28.480Z,"16km SE of Old Faithful Geyser, Wyoming",earthquake
2014-11-17T20:40:52.300Z,36.4215,-97.037,5,3,ml,,76,,0.76,us,usc000sy8h,2014-11-18T14:43:55.328Z,"22km WNW of Pawnee, Oklahoma",earthquake
2014-11-17T20:38:04.000Z,59.3022,-152.28,6.7,1.8,ml,,,,0.7,ak,ak11443895,2014-11-18T02:34:19.474Z,"56km SW of Homer, Alaska",earthquake
2014-11-17T20:35:42.000Z,51.7531,176.0721,41.4,3,ml,,,,0.77,ak,ak11443894,2014-11-18T05:28:24.147Z,"68km S of Buldir Island, Alaska",earthquake
2014-11-17T20:24:49.500Z,19.0489,-66.8671,32,2.8,Md,9,280.8,0.62253249,0.25,pr,pr14321002,2014-11-18T05:28:27.153Z,"62km N of Hatillo, Puerto Rico",earthquake
2014-11-17T20:20:29.490Z,37.9798333,-122.0528333,17.05,2.76,md,90,41,0.05528,0.11,nc,nc72348841,2014-11-18T22:45:19.350Z,"1km W of Concord, California",earthquake
2014-11-17T20:12:25.420Z,38.7599983,-122.7271652,2.55,0.62,md,8,127,0.01535,0.02,nc,nc72348836,2014-11-17T20:28:04.689Z,"3km SE of The Geysers, California",earthquake
2014-11-17T19:50:32.230Z,19.491,120.2708,10,4.5,mb,,120,3.395,1.28,us,usc000sy7u,2014-11-18T03:53:03.532Z,"115km NNW of Burgos, Philippines",earthquake
2014-11-17T19:42:41.390Z,37.1813,-117.0565,8.26,1.73,ml,5,193.59,0.847,,nn,nn00468270,2014-11-17T19:45:44.077Z,"40km NW of Beatty, Nevada",earthquake
2014-11-17T19:42:32.430Z,35.7093333,-117.5871667,1.12,0.94,ml,16,126,0.1065,0.12,ci,ci37061919,2014-11-17T20:41:31.224Z,"12km NE of Ridgecrest, California",earthquake
2014-11-17T19:38:12.490Z,44.487,-110.4471667,2.37,1.13,md,7,139,0.08,0.08,uu,uu60092132,2014-11-18T16:38:56.370Z,"30km E of Old Faithful Geyser, Wyoming",earthquake
2014-11-17T19:34:25.400Z,36.4189,-97.0367,5.842,2.8,ml,,76,,0.44,us,usc000sy83,2014-11-18T03:37:04.757Z,"22km WNW of Pawnee, Oklahoma",earthquake
2014-11-17T19:34:11.000Z,61.5559,-140.9793,9,1.6,ml,,,,0.64,ak,ak11443889,2014-11-17T21:23:13.780Z,"183km E of Chitina, Alaska",earthquake
2014-11-17T19:33:46.900Z,19.6165,-155.8102,15.3,1.6,Md,,86.4,0.07186522,0.17,hv,hv60803296,2014-11-17T20:27:25.343Z,"14km E of Holualoa, Hawaii",earthquake
2014-11-17T19:19:02.540Z,38.8168335,-122.8058319,3.48,0.88,md,20,72,0.007342,0.03,nc,nc72348816,2014-11-17T19:56:03.575Z,"6km NW of The Geysers, California",earthquake
2014-11-17T19:18:10.000Z,61.9309,-149.2508,8.8,1.5,ml,,,,0.27,ak,ak11443886,2014-11-17T21:23:12.690Z,"20km N of Fishhook, Alaska",earthquake
2014-11-17T19:08:45.940Z,34.2366667,-118.2476667,13.38,1.51,ml,19,66,0.05152,0.23,ci,ci37061911,2014-11-17T20:24:30.670Z,"1km WNW of La Crescenta-Montrose, California",earthquake
2014-11-17T19:06:31.000Z,-7.0853,120.3697,589.77,5.1,mb,,54,2.147,0.82,us,usc000sy78,2014-11-18T03:09:02.165Z,"132km N of Lanos, Indonesia",earthquake
2014-11-17T19:05:07.180Z,38.8181648,-122.807663,4.34,0.55,md,7,99,0.005552,0.01,nc,nc72348806,2014-11-17T19:45:11.947Z,"6km NW of The Geysers, California",earthquake
2014-11-17T19:02:16.500Z,46.8557,-121.7577,4.1,0,Md,,90,0.02694946,0.08,uw,uw60918717,2014-11-17T19:45:22.637Z,"28km NNW of Packwood, Washington",earthquake
2014-11-17T19:01:39.990Z,38.8248329,-122.8103333,3.72,0.98,md,17,74,0.00145,0.03,nc,nc72348801,2014-11-17T19:33:03.164Z,"7km W of Cobb, California",earthquake
2014-11-17T18:59:57.820Z,33.7771667,-116.0056667,2.58,2.19,ml,50,41,0.1224,0.18,ci,ci37061903,2014-11-17T20:39:26.860Z,"18km NE of Coachella, California",earthquake
2014-11-17T18:56:40.000Z,44.3548333,-110.6723333,2.22,0.89,md,6,160,0.08,0.26,uu,uu60092117,2014-11-17T22:43:46.930Z,"17km SE of Old Faithful Geyser, Wyoming",earthquake
2014-11-17T18:54:20.800Z,34.6121667,-119.1758333,11.07,1.87,ml,38,44,0.1296,0.25,ci,ci37061895,2014-11-18T23:35:00.170Z,"19km NNE of Ojai, California",earthquake
2014-11-17T18:39:28.100Z,36.638,-98.1469,5,2.6,ml,,115,,0.68,us,usc000sy7d,2014-11-18T02:42:23.016Z,"15km NE of Helena, Oklahoma",earthquake
2014-11-17T18:35:37.500Z,41.8457,-119.6335,3.9,2.2,Md,,212.4,0.50305656,0.38,uw,uw60918702,2014-11-17T20:22:59.830Z,"70km ESE of Lakeview, Oregon",earthquake
2014-11-17T18:32:44.400Z,41.7203,-124.3633,34.3,2.3,Md,,327.6,0.76356799,0.16,uw,uw60918697,2014-11-17T20:01:20.335Z,"14km WSW of Crescent City, California",earthquake
2014-11-17T18:26:24.070Z,33.9385,-117.9048333,4.1,1.11,ml,12,158,0.01714,0.23,ci,ci37061879,2014-11-17T20:30:32.450Z,"2km N of Brea, California",earthquake
2014-11-17T18:00:48.020Z,36.382,-117.8503333,5,1.09,ml,15,125,0.1724,0.17,ci,ci37061871,2014-11-17T20:28:10.946Z,"31km SE of Lone Pine, California",earthquake
2014-11-17T17:44:05.100Z,38.7941666,-122.7486649,1.55,0.89,md,8,92,0.01436,0.03,nc,nc72348761,2014-11-17T18:21:04.248Z,"1km NNE of The Geysers, California",earthquake
2014-11-17T17:42:41.920Z,38.8419991,-122.8293304,2.55,0.64,md,6,129,0.005892,0,nc,nc72348756,2014-11-17T19:33:03.012Z,"9km WNW of Cobb, California",earthquake
2014-11-17T17:25:31.130Z,37.5791664,-118.8125,5.51,1.01,md,7,227,0.01708,0.02,nc,nc72348751,2014-11-17T17:31:05.419Z,"16km ESE of Mammoth Lakes, California",earthquake
2014-11-17T17:21:40.200Z,18.7399,-67.1576,83,3.5,Md,19,291.6,0.27488448,0.23,pr,pr14321001,2014-11-18T01:24:14.707Z,"28km NNW of San Antonio, Puerto Rico",earthquake
2014-11-17T17:17:54.120Z,-5.8794,130.7129,98.19,4.4,mb,,103,2.169,0.77,us,usc000sy6c,2014-11-18T01:20:34.871Z,"226km W of Tual, Indonesia",earthquake
2014-11-17T17:16:59.410Z,72.4202,1.8444,10,4.7,mb,,97,6.83,1,us,usc000sy6e,2014-11-18T01:19:35.760Z,"Norwegian Sea",earthquake
2014-11-17T17:08:12.820Z,39.8638333,-120.4866667,13.13,2.43,md,22,61,0.03315,0.06,nc,nc72348741,2014-11-18T05:07:06.129Z,"6km NNW of Portola, California",earthquake
2014-11-17T17:06:52.480Z,33.8478333,-117.055,13.95,1.12,ml,25,35,0.096,0.22,ci,ci37061863,2014-11-17T17:25:35.870Z,"5km E of Lakeview, California",earthquake
2014-11-17T17:05:15.050Z,38.8303337,-122.7813339,2.02,0.56,md,7,124,0.008921,0.01,nc,nc72348736,2014-11-17T17:32:06.868Z,"5km W of Cobb, California",earthquake
2014-11-17T17:01:50.230Z,35.3326667,-118.6823333,5.04,1.4,ml,14,80,0.1015,0.17,ci,ci37061855,2014-11-17T17:25:43.948Z,"19km NE of Arvin, California",earthquake
2014-11-17T16:53:51.240Z,35.3401667,-118.6703333,1.63,1.79,ml,29,79,0.1099,0.22,ci,ci37061847,2014-11-17T17:25:56.660Z,"20km NE of Arvin, California",earthquake
2014-11-17T16:52:46.870Z,-46.356,33.7741,10,6.2,mwb,,19,12.492,0.64,us,usc000sy62,2014-11-18T00:55:20.261Z,"Prince Edward Islands region",earthquake
2014-11-17T16:51:22.600Z,35.8219,-90.0502,8.5,2.4,md,16,100.799991936001,0.03593261,0.16,nm,nm60062082,2014-11-17T20:42:07.697Z,"12km ESE of Manila, Arkansas",earthquake
2014-11-17T16:50:32.150Z,34.8536667,-119.2396667,12.57,1.86,ml,31,68,0.01316,0.19,ci,ci37061839,2014-11-18T23:29:50.900Z,"7km W of Pine Mountain Club, California",earthquake
2014-11-17T16:50:28.000Z,60.0436,-152.7616,95.1,2.6,ml,,,,0.7,ak,ak11443806,2014-11-18T00:53:04.137Z,"49km S of Redoubt Volcano, Alaska",earthquake
2014-11-17T16:36:56.390Z,38.8195,-122.8363342,0.66,0.35,md,8,99,0.003752,0.06,nc,nc72348716,2014-11-17T17:08:04.125Z,"8km NW of The Geysers, California",earthquake
2014-11-17T16:29:12.990Z,38.8176651,-122.8065033,3.45,1.78,md,35,43,0.006365,0.03,nc,nc72348706,2014-11-17T19:25:11.732Z,"6km NW of The Geysers, California",earthquake
2014-11-17T16:22:15.870Z,35.7103333,-117.5901667,1.1,1.94,ml,34,65,0.1053,0.18,ci,ci37061831,2014-11-17T17:27:31.280Z,"12km NE of Ridgecrest, California",earthquake
2014-11-17T16:19:43.000Z,61.7405,-150.8249,68.5,1.8,ml,,,,0.55,ak,ak11443801,2014-11-17T17:43:18.856Z,"41km W of Willow, Alaska",earthquake
2014-11-17T16:07:24.210Z,34.3338333,-117.6768333,6.93,1.56,ml,24,73,0.04809,0.28,ci,ci37061823,2014-11-17T17:26:19.439Z,"4km SW of Wrightwood, California",earthquake
2014-11-17T16:04:10.350Z,38.8171654,-122.8078308,3.9,1.19,md,27,47,0.006463,0.02,nc,nc72348691,2014-11-17T18:56:05.506Z,"6km NW of The Geysers, California",earthquake
2014-11-17T15:57:31.810Z,38.8175,-122.806,3.89,2.02,md,60,26,0.006692,0.03,nc,nc72348681,2014-11-18T03:04:05.948Z,"6km NW of The Geysers, California",earthquake
2014-11-17T15:52:17.400Z,35.7748333,-117.6401667,4.42,0.51,ml,12,142,0.05356,0.13,ci,ci37061815,2014-11-17T20:19:40.859Z,"17km N of Ridgecrest, California",earthquake
2014-11-17T15:30:14.220Z,56.0122,163.6206,51.3,4.5,mb,,144,4.166,0.32,us,usc000sy5h,2014-11-17T23:32:51.528Z,"75km ESE of Ust'-Kamchatsk Staryy, Russia",earthquake
2014-11-17T15:27:30.000Z,39.2438333,-123.0718333,0.35,1.94,md,42,44,0.182,0.09,nc,nc72348671,2014-11-17T23:38:07.071Z,"11km ESE of Redwood Valley, California",earthquake
2014-11-17T15:14:56.466Z,41.9112,-119.6502,1.0191,2.26,ml,4,214.36,0.486,0.1292,nn,nn00468252,2014-11-17T20:38:59.485Z,"65km ESE of Lakeview, Oregon",earthquake
2014-11-17T15:11:43.900Z,33.924,-117.9185,1.77,1.26,ml,18,78,0.02177,0.31,ci,ci37061807,2014-11-17T17:26:13.770Z,"1km WNW of Brea, California",earthquake
2014-11-17T15:06:05.000Z,53.3525,-165.5776,25.6,2.7,ml,,,,0.11,ak,ak11443893,2014-11-17T23:08:56.673Z,"85km SE of Unalaska, Alaska",earthquake
2014-11-17T15:04:44.000Z,60.7885,-151.5266,71.2,1.7,ml,,,,0.5,ak,ak11443795,2014-11-17T16:35:03.800Z,"16km NW of Nikiski, Alaska",earthquake
2014-11-17T14:57:52.710Z,32.2136667,-115.2383333,22.7,2.85,ml,17,193,0.1638,0.3,ci,ci37061799,2014-11-17T18:02:51.945Z,"6km WSW of Alberto Oviedo Mota, Mexico",earthquake
2014-11-17T14:52:30.000Z,65.8875,-148.2255,8.4,1.1,ml,,,,0.73,ak,ak11443792,2014-11-17T21:20:47.396Z,"116km N of College, Alaska",earthquake
2014-11-17T14:50:02.650Z,19.6575,120.2894,10,4.9,mb,,90,3.229,0.73,us,usc000sy58,2014-11-17T22:52:40.491Z,"132km NNW of Pagudpud, Philippines",earthquake
2014-11-17T14:46:10.790Z,19.536,120.2942,10,4.8,mb,,90,3.346,0.72,us,usc000sy56,2014-11-17T22:48:45.879Z,"119km NNW of Pagudpud, Philippines",earthquake
2014-11-17T14:34:50.780Z,18.7076,-106.4841,46.41,4.8,mb,,174,5.055,0.77,us,usc000sy50,2014-11-17T22:37:31.600Z,"187km SW of Tomatlan, Mexico",earthquake
2014-11-17T14:34:33.000Z,59.874,-151.7431,62,3.1,ml,,,,0.54,ak,ak11443782,2014-11-17T22:37:07.781Z,"11km NNE of Anchor Point, Alaska",earthquake
2014-11-17T14:27:41.430Z,19.5101,120.3965,10,4.8,mb,,84,3.352,0.67,us,usc000sy4w,2014-11-17T22:30:17.569Z,"112km NNW of Pagudpud, Philippines",earthquake
2014-11-17T14:22:56.286Z,41.8772,-119.624,1.7931,2.08,ml,5,220.68,0.506,0.12,nn,nn00468244,2014-11-17T14:50:09.690Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-17T14:17:49.918Z,41.8726,-119.6187,2.0579,1.19,ml,4,221.55,0.51,0.1131,nn,nn00468265,2014-11-17T18:40:28.685Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-17T14:17:13.730Z,32.9835,-115.5706667,12.48,1.46,ml,18,92,0.05542,0.31,ci,ci37061791,2014-11-17T17:26:31.690Z,"3km W of Brawley, California",earthquake
2014-11-17T14:16:31.510Z,19.4711,120.2482,10,5,mb,,82,3.419,0.74,us,usc000sy54,2014-11-17T22:18:58.595Z,"114km NNW of Burgos, Philippines",earthquake
2014-11-17T14:13:40.990Z,19.6026,120.4452,10,5.4,mb,,26,3.253,0.95,us,usc000sy4s,2014-11-17T22:16:14.819Z,"120km NNW of Pagudpud, Philippines",earthquake
2014-11-17T14:01:27.440Z,19.5658,120.3783,10,5.3,mb,,22,3.301,0.97,us,usc000sy4q,2014-11-17T22:03:58.025Z,"119km NNW of Pagudpud, Philippines",earthquake
2014-11-17T13:59:28.000Z,62.3573,-147.8567,45,0.8,ml,,,,0.06,ak,ak11443770,2014-11-17T21:20:46.472Z,"81km NE of Sutton-Alpine, Alaska",earthquake
2014-11-17T13:46:22.930Z,38.777832,-122.7271652,2.29,0.94,md,9,87,0.009217,0.02,nc,nc72348636,2014-11-17T14:11:02.822Z,"2km E of The Geysers, California",earthquake
2014-11-17T13:45:36.200Z,19.5447,-155.7558,11.6,1.2,Md,,147.6,0.06288207,0.12,hv,hv60803186,2014-11-17T20:24:40.301Z,"15km NE of Honaunau-Napoopoo, Hawaii",earthquake
2014-11-17T13:43:11.300Z,46.2162,-121.5145,0,1.7,Md,,54,0.08983153,0.2,uw,uw60918327,2014-11-17T17:53:47.631Z,"45km SSE of Packwood, Washington",earthquake
2014-11-17T13:35:36.000Z,65.1984,-149.0078,0,1.2,ml,,,,0.4,ak,ak11443761,2014-11-17T15:26:45.259Z,"61km NW of Ester, Alaska",earthquake
2014-11-17T13:34:11.870Z,19.5301,120.2766,10,5.1,mb,,31,3.355,0.84,us,usc000sy4k,2014-11-17T15:53:44.000Z,"119km NNW of Pagudpud, Philippines",earthquake
2014-11-17T13:29:12.000Z,65.1817,-149.0131,17.1,2,ml,,,,0.47,ak,ak11443759,2014-11-17T15:26:44.588Z,"60km NW of Ester, Alaska",earthquake
2014-11-17T13:27:15.820Z,-9.754,155.1617,10,5.6,mb,,28,4.73,1,us,usc000sy4g,2014-11-17T21:29:49.917Z,"259km SW of Gizo, Solomon Islands",earthquake
2014-11-17T13:23:13.930Z,-9.2683,155.6353,10,4.4,mb,,132,16.22,0.71,us,usc000sy4j,2014-11-17T21:25:54.230Z,"185km SW of Gizo, Solomon Islands",earthquake
2014-11-17T13:20:25.810Z,38.8258324,-122.7956696,3.37,0.9,md,22,45,0.01151,0.03,nc,nc72348626,2014-11-17T13:48:03.047Z,"6km W of Cobb, California",earthquake
2014-11-17T13:07:08.720Z,36.0443344,-120.6233368,7.82,1.31,md,14,125,0.03287,0.06,nc,nc72348621,2014-11-17T16:00:02.002Z,"25km WSW of Coalinga, California",earthquake
2014-11-17T13:05:07.185Z,41.8975,-119.647,0.1507,1.55,ml,5,216.75,0.488,0.1216,nn,nn00468237,2014-11-17T20:51:00.784Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-17T13:02:40.570Z,37.6425018,-118.9421692,7.12,1.31,md,13,66,0.02358,0.03,nc,nc72348611,2014-11-17T15:19:02.523Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-11-17T12:53:28.320Z,38.8186684,-122.8180008,2.82,0.69,md,6,104,0.007786,0.01,nc,nc72348596,2014-11-17T14:53:04.510Z,"7km NW of The Geysers, California",earthquake
2014-11-17T12:46:03.970Z,44.611,-110.6303333,8.13,1.21,md,5,241,0.011,0,uu,uu60092077,2014-11-18T16:28:39.660Z,"22km NE of Old Faithful Geyser, Wyoming",earthquake
2014-11-17T12:21:23.920Z,38.8216667,-122.7641678,2.8,0.87,md,9,86,0.009871,0.01,nc,nc72348591,2014-11-17T12:43:03.052Z,"3km W of Cobb, California",earthquake
2014-11-17T12:15:36.830Z,38.8139992,-122.8195038,3.57,0.44,md,12,83,0.009131,0.02,nc,nc72348586,2014-11-17T14:24:04.728Z,"6km NW of The Geysers, California",earthquake
2014-11-17T12:15:15.480Z,34.0366667,-116.601,12.28,0.74,ml,15,122,0.03903,0.2,ci,ci37061775,2014-11-17T17:26:34.830Z,"2km WSW of Morongo Valley, California",earthquake
2014-11-17T12:10:54.000Z,63.5162,-150.0753,131.8,1.3,ml,,,,0.23,ak,ak11443758,2014-11-17T20:06:18.445Z,"57km WNW of Cantwell, Alaska",earthquake
2014-11-17T12:04:39.650Z,37.6386681,-118.9453354,6.19,0.9,md,8,103,0.02437,0.01,nc,nc72348581,2014-11-17T13:48:02.904Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-11-17T11:56:02.380Z,37.6401672,-118.9420013,7.9,1.59,md,18,70,0.02589,0.04,nc,nc72348571,2014-11-17T13:54:05.642Z,"4km SSE of Mammoth Lakes, California",earthquake
2014-11-17T11:52:12.000Z,63.0868,-151.4826,5.4,1.6,ml,,,,0.47,ak,ak11443755,2014-11-17T12:57:10.425Z,"110km NW of Talkeetna, Alaska",earthquake
2014-11-17T11:27:07.100Z,-35.9828,-102.1407,13.18,5.1,mb,,42,10.746,1.11,us,usc000sy39,2014-11-17T19:29:33.651Z,"Southeast of Easter Island",earthquake
2014-11-17T11:23:53.930Z,38.8218346,-122.7671661,2.76,0.63,md,10,104,0.008887,0.02,nc,nc72348546,2014-11-17T13:35:05.230Z,"3km W of Cobb, California",earthquake
2014-11-17T11:21:01.810Z,37.6421661,-118.9451675,7.25,1.54,md,20,65,0.02422,0.04,nc,nc72348541,2014-11-17T13:09:04.607Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-11-17T11:03:18.000Z,62.3636,-150.3344,56.9,2.2,ml,,,,0.6,ak,ak11443751,2014-11-17T11:52:21.919Z,"12km WNW of Talkeetna, Alaska",earthquake
2014-11-17T10:48:54.730Z,37.6389999,-118.8778305,6.79,1.09,md,7,82,0.0232,0.01,nc,nc72348531,2014-11-17T12:43:02.920Z,"8km E of Mammoth Lakes, California",earthquake
2014-11-17T10:47:47.200Z,43.7222,-121.3123,2,-0.9,Md,,97.2,0.00898315,0.05,uw,uw60918242,2014-11-17T18:28:52.374Z,"16km SE of Three Rivers, Oregon",earthquake
2014-11-17T10:33:28.210Z,35.2153333,-118.0808333,11.55,1.17,ml,19,55,0.08189,0.18,ci,ci37061767,2014-11-17T17:26:37.760Z,"13km NW of California City, California",earthquake
2014-11-17T10:29:12.870Z,37.7099991,-122.5554962,9.05,1.82,md,37,108,0.09685,0.06,nc,nc72348521,2014-11-17T12:41:04.351Z,"6km WNW of Broadmoor, California",earthquake
2014-11-17T10:17:05.000Z,62.1602,-151.3076,96,2,ml,,,,0.29,ak,ak11443748,2014-11-17T11:52:21.318Z,"64km WSW of Talkeetna, Alaska",earthquake
2014-11-17T10:15:39.210Z,37.581665,-118.8138351,5.72,1.55,md,17,134,0.01473,0.03,nc,nc72348516,2014-11-17T12:11:05.574Z,"15km ESE of Mammoth Lakes, California",earthquake
2014-11-17T10:00:01.090Z,38.7811661,-122.7154999,2.77,0.59,md,8,98,0.008005,0.02,nc,nc72348506,2014-11-17T10:15:04.635Z,"3km E of The Geysers, California",earthquake
2014-11-17T09:55:05.020Z,35.915,-117.9241667,1.4,0.83,ml,15,67,0.0741,0.16,ci,ci37061759,2014-11-17T17:26:41.550Z,"31km NNW of Inyokern, California",earthquake
2014-11-17T09:50:28.844Z,41.9009,-119.6429,0.3816,1.46,ml,4,216.3,0.491,0.098,nn,nn00468236,2014-11-17T13:45:06.130Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-17T09:46:05.084Z,41.9102,-119.6256,0,2.07,ml,4,215.23,0.504,0.038,nn,nn00468224,2014-11-17T21:05:58.340Z,"70km SE of Lakeview, Oregon",earthquake
2014-11-17T09:44:45.190Z,38.8278351,-122.7968369,0.93,1.35,md,24,32,0.01125,0.04,nc,nc72348496,2014-11-17T11:52:05.263Z,"6km W of Cobb, California",earthquake
2014-11-17T09:37:47.560Z,37.6413345,-118.9463348,7.21,0.91,md,13,106,0.02521,0.02,nc,nc72348491,2014-11-17T11:23:04.364Z,"4km SSE of Mammoth Lakes, California",earthquake
2014-11-17T09:18:32.440Z,35.727,-118.0253333,1.1,1.48,ml,30,37,0.1503,0.15,ci,ci37061751,2014-11-17T17:30:49.790Z,"21km WNW of Inyokern, California",earthquake
2014-11-17T09:15:42.430Z,35.7256667,-118.0275,1.1,1.39,ml,29,37,0.1525,0.18,ci,ci37061743,2014-11-17T17:30:58.210Z,"21km WNW of Inyokern, California",earthquake
2014-11-17T09:15:28.120Z,32.8716667,-116.218,3.64,1.2,ml,18,90,0.05261,0.24,ci,ci37061735,2014-11-17T17:30:29.480Z,"29km E of Pine Valley, California",earthquake
2014-11-17T09:01:07.405Z,41.8988,-119.6336,0.536,1.72,ml,5,216.9,0.498,0.1365,nn,nn00468234,2014-11-17T13:44:59.128Z,"67km ESE of Lakeview, Oregon",earthquake
2014-11-17T08:58:21.350Z,37.6401672,-118.9455032,6.7,1.39,md,18,68,0.02564,0.04,nc,nc72348461,2014-11-17T10:34:04.838Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-11-17T08:55:45.250Z,37.6431656,-118.9420013,7.28,1.67,md,18,64,0.02291,0.05,nc,nc72348451,2014-11-17T09:56:05.529Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-11-17T08:50:55.250Z,32.977,-115.5628333,10.91,1.47,ml,18,92,0.06316,0.44,ci,ci37061727,2014-11-17T17:30:32.210Z,"3km W of Brawley, California",earthquake
2014-11-17T08:43:02.780Z,37.6401672,-118.942337,7.41,1.16,md,15,70,0.02591,0.02,nc,nc72348446,2014-11-17T09:30:06.603Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-11-17T08:40:39.009Z,41.8717,-119.6377,0.7737,1.67,ml,5,131.74,0.496,0.0976,nn,nn00468222,2014-11-17T21:08:44.646Z,"70km SE of Lakeview, Oregon",earthquake
2014-11-17T08:40:34.160Z,-17.732,-178.7137,585.22,4.5,mb,,96,3.081,0.53,us,usc000sy2i,2014-11-17T16:43:07.842Z,"249km SE of Lambasa, Fiji",earthquake
2014-11-17T08:16:13.500Z,41.9278,-119.6276,1.5809,4.02,ml,8,79.41,0.503,0.198,nn,nn00468207,2014-11-17T18:50:51.716Z,"74km ESE of Lakeview, Oregon",earthquake
2014-11-17T08:13:04.490Z,33.315,-116.2796667,10.72,0.87,ml,19,139,0.1239,0.2,ci,ci37061719,2014-11-17T17:30:51.200Z,"11km NE of Borrego Springs, California",earthquake
2014-11-17T08:10:25.030Z,33.5748333,-117.0376667,13.43,0.84,ml,9,89,0.07859,0.09,ci,ci37061711,2014-11-17T17:30:54.660Z,"11km E of Murrieta Hot Springs, California",earthquake
2014-11-17T08:06:16.970Z,37.4376678,-120.355835,11.74,1.24,md,6,105,0.4874,0.02,nc,nc72348416,2014-11-17T08:40:02.411Z,"16km NNW of Planada, California",earthquake
2014-11-17T07:48:23.700Z,43.7218,-121.3102,1.8,-0.9,Md,,93.6,0,0.05,uw,uw60098808,2014-11-17T19:27:10.694Z,"16km SE of Three Rivers, Oregon",earthquake
2014-11-17T07:48:22.310Z,18.5187,-106.3999,35,4.6,mb,,222,5.018,1.04,us,usc000sy27,2014-11-17T15:51:11.973Z,"195km WSW of San Patricio, Mexico",earthquake
2014-11-17T07:46:14.000Z,34.2346667,-118.5816667,15.28,1.26,ml,15,111,0.07628,0.17,ci,ci37061703,2014-11-17T18:35:06.370Z,"7km NE of West Hills, California",earthquake
