time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-11-16T06:26:50.660Z,36.4339981,-121.0136642,5.86,1.96,md,25,74,0.01028,0.06,nc,nc72347561,2014-11-16T07:20:06.522Z,"24km ENE of Greenfield, California",earthquake
2014-11-16T06:05:08.320Z,37.4742,-118.8218,0,0.03,ml,5,177.02,0.08,0.0958,nn,nn00468089,2014-11-16T09:14:17.737Z,"23km SE of Mammoth Lakes, California",earthquake
2014-11-16T06:01:19.780Z,34.4655,-117.9625,9.11,1.49,ml,38,33,0.01753,0.22,ci,ci37061343,2014-11-17T17:38:39.990Z,"6km SSE of Littlerock, California",earthquake
2014-11-16T05:59:49.650Z,-14.7649,-173.7526,25.58,4.8,mb,,74,2.095,0.65,us,usc000sxrw,2014-11-16T14:02:43.049Z,"131km N of Hihifo, Tonga",earthquake
2014-11-16T05:48:48.200Z,41.5545,-112.276,4.93,0.58,md,5,192,0.043,0.07,uu,uu60091977,2014-11-18T16:17:42.720Z,"18km WSW of Honeyville, Utah",earthquake
2014-11-16T05:48:25.600Z,41.8885,-119.6406,0.3775,1.77,ml,5,128.91,0.493,0.1016,nn,nn00468116,2014-11-16T19:57:30.540Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-16T05:34:52.200Z,18.1445,-66.8815,23,1.9,Md,7,108,0.19583273,0.09,pr,pr14320002,2014-11-16T08:57:54.832Z,"8km W of Adjuntas, Puerto Rico",earthquake
2014-11-16T05:24:48.000Z,62.0677,-148.5471,38.6,1.1,ml,,,,0.19,ak,ak11443254,2014-11-16T07:21:45.892Z,"34km NNE of Sutton-Alpine, Alaska",earthquake
2014-11-16T05:13:10.930Z,32.6383333,-115.8663333,9.5,2.18,ml,35,73,0.04807,0.34,ci,ci37061335,2014-11-17T18:19:08.470Z,"23km SW of Seeley, California",earthquake
2014-11-16T05:13:03.210Z,28.1836,56.3212,10,4.7,mb,,60,3.226,0.76,us,usc000sxrm,2014-11-16T13:15:41.420Z,"110km N of Bandar 'Abbas, Iran",earthquake
2014-11-16T04:58:31.400Z,48.1347,-121.619,1.8,0.6,Md,,176.4,0.21559567,0.13,uw,uw60917477,2014-11-16T18:58:20.239Z,"13km S of Darrington, Washington",earthquake
2014-11-16T04:47:30.300Z,18.8537,-67.2441,14,2.6,Md,7,324,0.40424188,0.28,pr,pr14320001,2014-11-16T12:50:13.278Z,"42km NNW of San Antonio, Puerto Rico",earthquake
2014-11-16T04:46:38.700Z,37.6728325,-118.8600006,2.25,1.46,md,13,177,0.03619,0.05,nc,nc72347546,2014-11-16T09:05:05.411Z,"9km E of Mammoth Lakes, California",earthquake
2014-11-16T04:45:07.520Z,34.4788333,-117.9603333,8.82,1.51,ml,13,105,0.0301,0.35,ci,ci37061327,2014-11-17T17:34:35.420Z,"5km SSE of Littlerock, California",earthquake
2014-11-16T04:41:16.000Z,36.5509,-89.6027,7,1.1,md,19,39.5999968320003,0.05389892,0.08,nm,nm60020606,2014-11-16T18:16:56.563Z,"4km SSE of Lilbourn, Missouri",earthquake
2014-11-16T04:24:10.000Z,60.7341,-151.7729,73.9,1.7,ml,,,,0.26,ak,ak11443249,2014-11-16T06:02:46.212Z,"26km W of Nikiski, Alaska",earthquake
2014-11-16T04:20:12.000Z,61.8282,-146.1009,23.1,1.4,ml,,,,0.66,ak,ak11443247,2014-11-16T06:02:45.539Z,"42km SW of Glennallen, Alaska",earthquake
2014-11-16T04:18:22.000Z,64.7027,-149.2547,15.5,1,ml,,,,0.95,ak,ak11443245,2014-11-16T06:02:37.351Z,"15km NNW of North Nenana, Alaska",earthquake
2014-11-16T04:10:48.030Z,38.8264999,-122.8548355,2.47,1.28,md,26,80,0.001903,0.02,nc,nc72347516,2014-11-16T06:32:04.617Z,"10km WNW of The Geysers, California",earthquake
2014-11-16T03:55:05.000Z,65.3098,-148.964,10.1,1.2,ml,,,,0.37,ak,ak11443243,2014-11-16T06:02:36.766Z,"68km NW of Ester, Alaska",earthquake
2014-11-16T03:53:32.480Z,36.6531,-97.8089,4.42,2.8,mb_lg,,49,0.202,0.31,us,usc000sxr6,2014-11-16T15:47:24.182Z,"18km SSW of Medford, Oklahoma",earthquake
2014-11-16T03:34:52.580Z,38.8023338,-122.7894974,3.47,0.28,md,7,150,0.007227,0.01,nc,nc72347501,2014-11-16T05:21:03.257Z,"3km NW of The Geysers, California",earthquake
2014-11-16T03:15:28.560Z,33.4648333,-116.5753333,8.89,1.42,ml,44,41,0.09234,0.26,ci,ci37061319,2014-11-17T17:38:49.020Z,"13km SE of Anza, California",earthquake
2014-11-16T03:08:30.220Z,13.4471,-90.8908,20.67,4.8,mb,,145,1.325,1.27,us,usc000sxr4,2014-11-16T11:11:27.770Z,"53km S of Puerto San Jose, Guatemala",earthquake
2014-11-16T03:08:08.270Z,34.0171667,-117.1941667,17.95,1.13,ml,27,49,0.07031,0.31,ci,ci37061311,2014-11-17T17:34:47.913Z,"4km SSW of Redlands, California",earthquake
2014-11-16T03:05:59.800Z,49.3845,-122.3118,9.2,1.7,Md,,169.2,0.65577016,0.33,uw,uw60917397,2014-11-16T17:41:25.075Z,"27km NE of Maple Ridge, Canada",earthquake
2014-11-16T03:05:17.040Z,13.2056,-90.9337,25.97,4.4,mb,,155,1.505,1.36,us,usc000sxr3,2014-11-16T11:07:48.406Z,"80km S of Puerto San Jose, Guatemala",earthquake
2014-11-16T02:50:08.850Z,33.6286667,-118.3893333,12.54,1.95,ml,26,137,0.1152,0.36,ci,ci37061303,2014-11-17T17:34:50.917Z,"12km S of Rancho Palos Verdes, California",earthquake
2014-11-16T02:43:11.640Z,38.8188324,-122.8339996,2.92,0.56,md,7,193,0.01064,0.02,nc,nc72347491,2014-11-16T04:35:06.710Z,"8km NW of The Geysers, California",earthquake
2014-11-16T02:43:03.970Z,39.925,-111.9458333,2.18,2.13,ml,38,44,0.104,0.21,uu,uu60091967,2014-11-17T20:17:27.960Z,"11km SW of Genola, Utah",earthquake
2014-11-16T02:42:55.661Z,41.9148,-119.6443,2.4887,1.91,ml,4,213.92,0.491,0.1394,nn,nn00468114,2014-11-16T09:40:49.219Z,"65km ESE of Lakeview, Oregon",earthquake
2014-11-16T02:35:16.160Z,34.007,-117.225,17.83,0.93,ml,13,237,0.07362,0.08,ci,ci37061295,2014-11-17T19:12:48.760Z,"5km SE of Loma Linda, California",earthquake
2014-11-16T02:34:44.000Z,60.2163,-140.9848,12.1,0.7,ml,,,,0.19,ak,ak11443231,2014-11-16T07:21:47.173Z,"82km ENE of Cape Yakataga, Alaska",earthquake
2014-11-16T02:14:20.890Z,33.027,-116.4005,12.11,1.44,ml,39,51,0.1359,0.24,ci,ci37061287,2014-11-17T17:38:58.670Z,"19km ESE of Julian, California",earthquake
2014-11-16T02:13:12.260Z,38.8231659,-122.814003,3.24,0.7,md,15,63,0.003078,0.03,nc,nc72347486,2014-11-16T04:12:01.989Z,"7km W of Cobb, California",earthquake
2014-11-16T02:08:07.800Z,38.8201675,-122.7623367,2.68,0.5,md,8,102,0.01187,0.01,nc,nc72347481,2014-11-16T04:05:05.143Z,"3km W of Cobb, California",earthquake
2014-11-16T01:55:46.530Z,34.095,-117.4055,17.48,1.94,ml,73,21,0.02797,0.27,ci,ci37061279,2014-11-17T17:39:07.230Z,"2km E of Fontana, California",earthquake
2014-11-16T01:55:32.530Z,-17.8327,-178.6732,563.26,4.6,mb,,112,3.12,0.75,us,usc000sxqr,2014-11-16T09:58:04.823Z,"259km SE of Lambasa, Fiji",earthquake
2014-11-16T01:37:16.190Z,64.6287,-17.7279,5.75,5.1,mb,,74,1.551,0.73,us,usc000sxqj,2014-11-18T21:46:30.000Z,"118km S of Akureyri, Iceland",earthquake
2014-11-16T01:28:00.170Z,38.8014984,-122.8153305,3.42,0.39,md,10,124,0.01308,0.01,nc,nc72347461,2014-11-16T03:17:05.048Z,"5km WNW of The Geysers, California",earthquake
2014-11-16T01:26:00.000Z,61.7974,-150.846,40,1.7,ml,,,,,ak,ak11443223,2014-11-16T03:06:11.848Z,"43km W of Willow, Alaska",earthquake
2014-11-16T01:20:09.450Z,39.4365,-111.199,0.77,1.46,ml,10,96,0.14,0.06,uu,uu60091962,2014-11-17T19:55:20.540Z,"23km WNW of Huntington, Utah",earthquake
2014-11-16T01:17:28.695Z,41.8786,-119.6373,1.1214,1.81,ml,5,220.15,0.496,0.0923,nn,nn00468113,2014-11-16T14:07:23.162Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-16T00:50:03.410Z,37.9988327,-122.1868362,5.61,1.04,md,10,107,0.0248,0.07,nc,nc72347441,2014-11-16T02:14:03.019Z,"5km WSW of Martinez, California",earthquake
2014-11-16T00:42:45.950Z,1.9513,126.4562,35,4.7,mb,,99,1.483,0.81,us,usc000sxqc,2014-11-16T08:45:15.627Z,"152km ENE of Bitung, Indonesia",earthquake
2014-11-16T00:29:25.630Z,38.8404999,-122.8276672,2.49,1.76,md,27,49,0.006398,0.03,nc,nc72347421,2014-11-16T02:48:04.890Z,"9km WNW of Cobb, California",earthquake
2014-11-16T00:28:56.000Z,63.0719,-151.3639,0.3,2,ml,,,,0.67,ak,ak11443219,2014-11-16T01:37:33.226Z,"105km NW of Talkeetna, Alaska",earthquake
2014-11-16T00:18:36.090Z,40.1489983,-123.8176651,21.93,1.87,md,10,120,0.08841,0.1,nc,nc72347406,2014-11-16T02:18:07.336Z,"3km N of Redway, California",earthquake
2014-11-16T00:06:39.000Z,64.9661,-147.3377,0.1,1.3,ml,,,,0.61,ak,ak11443218,2014-11-16T01:37:34.433Z,"20km NNE of Badger, Alaska",earthquake
2014-11-15T23:50:58.000Z,59.2274,-136.2241,4,1.6,ml,,,,0.31,ak,ak11443215,2014-11-16T07:21:46.513Z,"44km W of Haines, Alaska",earthquake
2014-11-15T23:43:39.220Z,38.8408318,-122.8274994,2.64,0.92,md,9,74,0.006628,0.01,nc,nc72347391,2014-11-16T02:03:10.139Z,"9km WNW of Cobb, California",earthquake
2014-11-15T23:40:39.000Z,63.3366,-144.8439,14.6,2.3,ml,,,,0.72,ak,ak11443210,2014-11-16T01:37:33.811Z,"62km SSE of Deltana, Alaska",earthquake
2014-11-15T23:40:02.967Z,41.9138,-119.6294,0,3.13,ml,5,94.05,0.502,0.0531,nn,nn00468066,2014-11-16T07:42:40.676Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-15T23:38:07.000Z,62.7496,-149.2774,7,0.4,ml,,,,0.1,ak,ak11443209,2014-11-16T07:21:48.587Z,"63km NE of Talkeetna, Alaska",earthquake
2014-11-15T23:36:05.310Z,34.2256667,-117.4676667,10.96,1.87,ml,69,22,0.0327,0.3,ci,ci37061271,2014-11-17T17:40:15.290Z,"13km NW of Muscoy, California",earthquake
2014-11-15T23:32:27.584Z,41.8807,-119.6197,1.3707,2.34,ml,3,320.36,0.509,0.0949,nn,nn00468069,2014-11-16T00:48:44.355Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-15T23:29:20.450Z,33.1835,-115.6026667,0.77,1.81,ml,26,87,0.01243,0.32,ci,ci37061263,2014-11-17T17:40:23.590Z,"10km NW of Calipatria, California",earthquake
2014-11-15T23:20:36.270Z,36.3238,-116.242,7,1.31,ml,22,166.25,0.116,,nn,nn00468064,2014-11-15T23:24:06.710Z,"26km WNW of Pahrump, Nevada",earthquake
2014-11-15T23:12:34.200Z,46.8522,-121.7577,4.5,0.1,Md,,82.8,0.02694946,0.09,uw,uw60917207,2014-11-15T23:57:14.877Z,"28km NNW of Packwood, Washington",earthquake
2014-11-15T23:09:20.060Z,36.0460014,-120.6179962,3.45,1.72,md,23,121,0.02881,0.08,nc,nc72347371,2014-11-16T01:05:05.095Z,"25km WSW of Coalinga, California",earthquake
2014-11-15T23:06:58.600Z,46.8537,-121.762,4.5,-0.5,Md,,86.4,0.01796631,0.06,uw,uw60917197,2014-11-15T23:58:50.081Z,"28km NNW of Packwood, Washington",earthquake
2014-11-15T22:40:03.600Z,43.7242,-121.312,1.6,-0.1,Md,,104.4,0.00898315,0.05,uw,uw60917172,2014-11-16T01:00:19.007Z,"16km SE of Three Rivers, Oregon",earthquake
2014-11-15T22:37:31.700Z,45.3263,-121.6438,7,0.6,Md,,104.4,0.00898315,0.18,uw,uw60917167,2014-11-16T00:04:47.045Z,"26km E of Mount Hood Village, Oregon",earthquake
2014-11-15T22:29:24.440Z,27.6047,53.9627,10,4,mb,,102,3.326,0.95,us,usc000sxpn,2014-11-16T06:32:04.447Z,"18km WSW of Gerash, Iran",earthquake
2014-11-15T22:02:39.600Z,41.0409,-106.9026,2.67,3.3,ml,,43,0.687,0.39,us,usc000sxpl,2014-11-16T06:05:18.093Z,"46km S of Saratoga, Wyoming",earthquake
2014-11-15T21:43:47.000Z,61.0205,-150.077,41.1,1.7,ml,,,,0.21,ak,ak11443042,2014-11-15T22:50:50.360Z,"23km SSW of Anchorage, Alaska",earthquake
2014-11-15T21:40:26.020Z,36.0523333,-120.6193333,5.62,2.11,md,71,74,0.02494,0.08,nc,nc72347351,2014-11-18T04:08:04.422Z,"25km WSW of Coalinga, California",earthquake
2014-11-15T21:39:26.460Z,38.8366661,-122.828331,2.54,0.9,md,19,48,0.005909,0.03,nc,nc72347356,2014-11-15T23:37:04.714Z,"9km W of Cobb, California",earthquake
2014-11-15T21:32:45.000Z,60.2385,-141.1117,0,1.7,ml,,,,0.5,ak,ak11442896,2014-11-15T22:50:51.577Z,"75km ENE of Cape Yakataga, Alaska",earthquake
2014-11-15T21:17:02.620Z,37.519001,-118.8294983,8.12,1.85,md,21,158,0.0709,0.04,nc,nc72347346,2014-11-15T23:08:04.390Z,"21km SE of Mammoth Lakes, California",earthquake
2014-11-15T21:12:02.900Z,46.848,-121.7563,2.5,0,Md,,118.8,0.02694946,0.04,uw,uw60917117,2014-11-16T00:17:13.364Z,"27km NNW of Packwood, Washington",earthquake
2014-11-15T21:08:12.800Z,43.7248,-121.3142,1.7,-0.5,Md,,176.4,0.00898315,0.05,uw,uw60917112,2014-11-16T00:59:03.834Z,"16km SE of Three Rivers, Oregon",earthquake
2014-11-15T21:06:36.000Z,61.5622,-150.2193,76,1.5,ml,,,,0.28,ak,ak11442895,2014-11-15T22:50:50.944Z,"14km WNW of Big Lake, Alaska",earthquake
2014-11-15T21:05:21.840Z,38.8453331,-122.8280029,2.85,0.67,md,6,169,0.008917,0.01,nc,nc72347336,2014-11-15T22:49:04.735Z,"9km WNW of Cobb, California",earthquake
2014-11-15T20:58:47.000Z,64.8785,-147.7348,16.8,0.5,ml,,,,0.16,ak,ak11442892,2014-11-15T22:50:52.841Z,"4km N of Fairbanks, Alaska",earthquake
2014-11-15T20:55:17.000Z,19.3517,-155.85,14.3,1.6,Md,,144,0.08983153,0.18,hv,hv60802611,2014-11-17T20:39:06.521Z,"11km S of Honaunau-Napoopoo, Hawaii",earthquake
2014-11-15T20:51:18.498Z,41.9085,-119.6186,0.8728,2.15,ml,3,200.52,0.51,0.0708,nn,nn00468056,2014-11-15T23:25:52.386Z,"67km ESE of Lakeview, Oregon",earthquake
2014-11-15T20:38:19.000Z,61.6686,-150.6303,52.7,1.7,ml,,,,0.52,ak,ak11442886,2014-11-15T22:50:52.265Z,"32km WSW of Willow, Alaska",earthquake
2014-11-15T20:34:56.420Z,1.8521,126.4762,44.72,4.4,mb,,139,1.394,0.65,us,usc000sxp3,2014-11-17T18:57:12.000Z,"150km ENE of Bitung, Indonesia",earthquake
2014-11-15T20:27:53.820Z,38.8278351,-122.8526688,2.61,0.55,md,14,81,0.003297,0.03,nc,nc72347321,2014-11-15T21:33:03.491Z,"10km NW of The Geysers, California",earthquake
2014-11-15T20:26:11.100Z,33.9418333,-117.2045,15.02,1.21,ml,19,119,0.02694,0.48,ci,ci37061247,2014-11-17T17:35:32.882Z,"2km ENE of Moreno Valley, California",earthquake
2014-11-15T20:22:01.000Z,64.9016,-147.6981,6.6,0.5,ml,,,,0.62,ak,ak11442884,2014-11-15T21:25:43.864Z,"7km N of Fairbanks, Alaska",earthquake
2014-11-15T20:19:37.000Z,64.893,-147.7704,13,1.4,ml,,,,0.69,ak,ak11442881,2014-11-15T21:25:49.310Z,"4km NNE of College, Alaska",earthquake
2014-11-15T20:15:14.990Z,38.8235016,-122.7978363,4.16,0.45,md,9,126,0.01564,0.01,nc,nc72347306,2014-11-15T22:19:04.688Z,"6km W of Cobb, California",earthquake
2014-11-15T20:12:28.860Z,33.13,-115.5615,7.07,1.3,ml,10,176,0.04143,0.25,ci,ci37061239,2014-11-17T18:38:44.440Z,"4km W of Calipatria, California",earthquake
2014-11-15T19:55:00.300Z,46.8528,-121.7597,4.5,0.8,Md,,86.4,0.02694946,0.07,uw,uw60917072,2014-11-16T00:45:01.291Z,"28km NNW of Packwood, Washington",earthquake
2014-11-15T19:48:58.077Z,41.9,-119.6502,1.3913,2.04,ml,4,240.23,0.486,0.1958,nn,nn00468053,2014-11-15T20:38:20.248Z,"65km ESE of Lakeview, Oregon",earthquake
2014-11-15T19:46:36.535Z,37.2925,-114.8101,8.0303,2.64,ml,11,97.29,0.223,0.1302,nn,nn00468046,2014-11-16T03:49:18.684Z,"32km ESE of Alamo, Nevada",earthquake
2014-11-15T19:42:38.000Z,63.0384,-150.7978,97.6,1.6,ml,,,,0.63,ak,ak11442735,2014-11-15T21:25:48.569Z,"87km NNW of Talkeetna, Alaska",earthquake
2014-11-15T19:19:45.840Z,32.8479,-96.8929,5,2.6,mb_lg,,97,0.568,0.61,us,usc000sxzp,2014-11-17T03:44:24.995Z,"6km NE of Irving, Texas",earthquake
2014-11-15T18:56:34.120Z,-1.0896,123.5389,45.93,5,mb,,22,0.768,1.15,us,usc000sxng,2014-11-18T16:44:05.000Z,"85km E of Luwuk, Indonesia",earthquake
2014-11-15T18:49:11.620Z,37.4941,71.8908,120.04,4.7,mb,,106,1.11,1.5,us,usc000sxni,2014-11-18T16:10:22.000Z,"26km NNE of Roshtqal'a, Tajikistan",earthquake
2014-11-15T18:46:29.000Z,61.646,-146.6214,29.2,1.7,ml,,,,0.88,ak,ak11442589,2014-11-15T19:57:42.227Z,"59km NNW of Valdez, Alaska",earthquake
2014-11-15T18:37:23.840Z,37.6358337,-118.87883,8.75,1.62,md,20,88,0.01665,0.02,nc,nc72347281,2014-11-15T21:50:05.191Z,"8km E of Mammoth Lakes, California",earthquake
2014-11-15T18:33:27.790Z,33.4641667,-116.5766667,9.24,1.59,ml,52,41,0.09259,0.29,ci,ci37061231,2014-11-17T17:40:32.670Z,"13km SE of Anza, California",earthquake
2014-11-15T18:33:00.300Z,33.4751667,-116.5723333,12.83,1.06,ml,29,97,0.0837,0.26,ci,ci37061223,2014-11-17T17:35:17.760Z,"12km SE of Anza, California",earthquake
2014-11-15T18:32:06.680Z,40.3513336,-121.5036697,0.08,1.6,md,8,132,0.07635,0.35,nc,nc72347276,2014-11-15T21:31:04.372Z,"23km WNW of Chester, California",earthquake
2014-11-15T18:29:47.310Z,33.6328333,-116.6761667,16.96,0.61,ml,25,106,0.05909,0.24,ci,ci37061215,2014-11-17T17:40:42.010Z,"8km N of Anza, California",earthquake
2014-11-15T18:22:43.270Z,-58.0189,-25.4277,64.13,5,mb,,41,7.221,0.67,us,usc000sxnf,2014-11-18T16:01:48.000Z,"129km NNE of Bristol Island, South Sandwich Islands",earthquake
2014-11-15T18:15:57.890Z,41.9213,-119.6605,0,2.87,ml,6,126.19,0.479,0.203,nn,nn00468039,2014-11-18T15:28:55.000Z,"64km ESE of Lakeview, Oregon",earthquake
2014-11-15T18:14:40.000Z,63.0845,-151.4483,3,1.1,ml,,,,0.27,ak,ak11442583,2014-11-15T19:57:44.703Z,"109km NW of Talkeetna, Alaska",earthquake
2014-11-15T17:55:33.000Z,65.6155,-149.9299,0,1.5,ml,,,,0.86,ak,ak11442582,2014-11-15T19:57:44.023Z,"75km NNE of Manley Hot Springs, Alaska",earthquake
2014-11-15T17:47:44.670Z,39.2350006,-123.1263351,7.79,1.69,md,10,122,0.1388,0.03,nc,nc72347266,2014-11-15T21:02:05.102Z,"7km ESE of Redwood Valley, California",earthquake
2014-11-15T17:40:32.100Z,43.2364,144.2777,137.96,4.3,mb,,153,1.474,0.49,us,usc000sxne,2014-11-18T15:17:45.000Z,"30km NNW of Kushiro, Japan",earthquake
2014-11-15T17:38:30.300Z,43.7233,-121.3193,1.7,-0.9,Md,,122.4,0.00898315,0.06,uw,uw60917032,2014-11-16T01:01:14.100Z,"15km ENE of La Pine, Oregon",earthquake
2014-11-15T17:36:56.520Z,37.0555,-116.5552,5.42,0.47,ml,8,159.17,0.067,,nn,nn00468036,2014-11-15T17:38:37.828Z,"24km NE of Beatty, Nevada",earthquake
2014-11-15T17:29:58.650Z,1.5751,126.4718,34.07,4.5,mb,,95,1.198,1.28,us,usc000sxn6,2014-11-18T15:09:47.000Z,"132km NW of Kota Ternate, Indonesia",earthquake
2014-11-15T17:25:24.680Z,38.1527,-118.3742,14.21,1.26,ml,7,169.98,0.124,,nn,nn00468034,2014-11-15T17:26:56.109Z,"46km SSE of Hawthorne, Nevada",earthquake
2014-11-15T17:23:54.380Z,40.4151667,-121.4753333,7.15,2.28,md,13,144,0.04397,0.04,nc,nc72347256,2014-11-18T05:22:04.564Z,"23km WNW of Chester, California",earthquake
2014-11-15T17:21:02.980Z,38.8225,-122.841,2.23,1.94,md,59,32,0.004704,0.05,nc,nc72347246,2014-11-18T01:51:06.259Z,"8km NW of The Geysers, California",earthquake
2014-11-15T17:19:14.980Z,39.6138,-119.4385,11.4288,1.27,ml,20,95.37,0.105,0.1794,nn,nn00468032,2014-11-15T17:42:43.021Z,"16km W of Fernley, Nevada",earthquake
2014-11-15T17:00:05.000Z,62.8719,-148.1918,71.7,0.8,ml,,,,0.09,ak,ak11442441,2014-11-16T07:21:47.818Z,"69km SE of Cantwell, Alaska",earthquake
2014-11-15T16:52:41.100Z,18.0268,-67.1313,9,1.3,Md,3,241.2,0.02874609,0.2,pr,pr14319004,2014-11-15T19:48:52.001Z,"3km E of Boqueron, Puerto Rico",earthquake
2014-11-15T16:52:26.570Z,36.0276667,-117.8168333,0.96,0.1,ml,10,161,0.04188,0.14,ci,ci37061207,2014-11-17T19:46:50.565Z,"42km N of Inyokern, California",earthquake
2014-11-15T16:47:50.400Z,38.5861667,-112.6003333,2.93,0.79,md,5,187,0.122,0.1,uu,uu60091922,2014-11-18T15:48:24.570Z,"34km N of Beaver, Utah",earthquake
2014-11-15T16:42:59.000Z,61.8367,-147.151,39,1.4,ml,,,,0.54,ak,ak11442433,2014-11-17T20:20:50.204Z,"89km NNW of Valdez, Alaska",earthquake
2014-11-15T16:35:36.490Z,38.8246651,-122.8443298,2.28,0.45,md,9,129,0.007427,0.01,nc,nc72347231,2014-11-15T19:05:05.863Z,"9km NW of The Geysers, California",earthquake
2014-11-15T16:27:07.640Z,44.7678333,-111.1855,9.65,0.39,md,6,112,0.019,0.24,uu,uu60091912,2014-11-17T19:45:03.070Z,"13km NNW of West Yellowstone, Montana",earthquake
2014-11-15T16:21:51.360Z,44.7671667,-111.1981667,12.77,0.19,md,11,84,0.016,0.15,uu,uu60091907,2014-11-17T16:25:09.780Z,"13km NNW of West Yellowstone, Montana",earthquake
2014-11-15T16:21:32.926Z,41.909,-119.6465,0.6132,2.44,ml,4,139.57,0.489,0.1838,nn,nn00468026,2014-11-15T17:21:06.721Z,"61km SE of Lakeview, Oregon",earthquake
2014-11-15T16:18:14.500Z,46.8532,-121.7602,4.5,0.2,Md,,86.4,0.02694946,0.08,uw,uw60917007,2014-11-16T00:46:36.454Z,"28km NNW of Packwood, Washington",earthquake
2014-11-15T16:15:35.081Z,41.8792,-119.6487,0.8927,2.45,ml,6,144.76,0.488,0.2153,nn,nn00468023,2014-11-15T16:36:47.711Z,"67km ESE of Lakeview, Oregon",earthquake
2014-11-15T16:04:42.580Z,33.148,-115.9406667,6.59,1.7,ml,43,57,0.1038,0.36,ci,ci37061199,2014-11-17T17:41:51.120Z,"16km S of Salton City, California",earthquake
2014-11-15T15:58:10.000Z,63.0079,-151.1468,63.3,1.2,ml,,,,0.69,ak,ak11442301,2014-11-16T06:02:38.607Z,"92km NW of Talkeetna, Alaska",earthquake
2014-11-15T15:55:20.660Z,34.2745,-117.0208333,7.98,1.7,ml,64,38,0.02175,0.25,ci,ci37061191,2014-11-17T17:41:58.030Z,"10km WNW of Big Bear Lake, California",earthquake
2014-11-15T15:51:40.670Z,35.890667,-120.4463348,9.03,0.72,md,16,92,0.01978,0.07,nc,nc72347211,2014-11-15T18:06:10.002Z,"26km NNW of Shandon, California",earthquake
2014-11-15T15:48:26.000Z,61.3104,-150.772,52.9,2.1,ml,,,,0.45,ak,ak11442296,2014-11-15T17:03:55.734Z,"47km WNW of Anchorage, Alaska",earthquake
2014-11-15T15:27:22.840Z,33.4621667,-116.5601667,9.82,0.65,ml,22,81,0.09815,0.12,ci,ci37061183,2014-11-17T17:35:46.700Z,"14km SE of Anza, California",earthquake
2014-11-15T15:22:57.190Z,33.1698333,-116.5848333,14.93,1.17,ml,35,47,0.05997,0.18,ci,ci37061175,2014-11-17T18:44:40.980Z,"10km N of Julian, California",earthquake
2014-11-15T15:22:10.000Z,61.5382,-146.5138,16,2.5,ml,,,,0.77,ak,ak11442289,2014-11-15T23:24:36.528Z,"46km N of Valdez, Alaska",earthquake
2014-11-15T15:21:10.000Z,62.9985,-149.1382,13.3,0.2,ml,,,,0.07,ak,ak11442290,2014-11-16T06:02:37.968Z,"44km SSW of Cantwell, Alaska",earthquake
2014-11-15T15:18:50.000Z,60.1001,-152.3303,78.5,2.2,ml,,,,0.44,ak,ak11442286,2014-11-15T17:03:57.336Z,"45km NW of Anchor Point, Alaska",earthquake
2014-11-15T15:02:16.315Z,41.8851,-119.6099,0.0667,2.56,ml,4,146.28,0.516,0.1686,nn,nn00468013,2014-11-15T23:05:29.266Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-15T15:01:27.000Z,59.8468,-152.1935,33.9,2,ml,,,,0.56,ak,ak11442156,2014-11-15T17:03:56.403Z,"21km WNW of Anchor Point, Alaska",earthquake
2014-11-15T14:48:54.050Z,38.8256683,-122.8533325,2.52,1.1,md,23,61,0.01452,0.03,nc,nc72347201,2014-11-15T17:37:03.910Z,"9km WNW of The Geysers, California",earthquake
2014-11-15T14:44:58.477Z,41.8939,-119.6424,0,1.7,ml,4,241.2,0.492,0.1936,nn,nn00468030,2014-11-15T16:36:55.685Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-15T14:43:24.551Z,41.8982,-119.6112,0,2.02,ml,4,153.63,0.515,0.0447,nn,nn00468007,2014-11-15T15:20:06.376Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-15T14:42:49.880Z,38.7955017,-122.8103333,3.37,1.08,md,23,69,0.009141,0.03,nc,nc72347196,2014-11-15T15:50:01.691Z,"5km WNW of The Geysers, California",earthquake
2014-11-15T14:40:42.930Z,44.7666667,-111.1868333,10.69,0.14,md,8,83,0.017,0.18,uu,uu60091902,2014-11-17T16:21:01.280Z,"13km NNW of West Yellowstone, Montana",earthquake
2014-11-15T14:39:19.340Z,38.8268318,-122.8308334,3.05,0.43,md,9,99,0.004951,0.02,nc,nc72347191,2014-11-15T17:08:04.823Z,"8km NW of The Geysers, California",earthquake
2014-11-15T14:29:42.299Z,41.896,-119.6172,0.3463,2.29,ml,4,166.18,0.511,0.0889,nn,nn00468009,2014-11-15T14:54:29.405Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-15T14:27:13.900Z,19.8992,-155.5308,26.9,1.8,Md,,144,0.12576414,0.12,hv,hv60802496,2014-11-17T20:46:41.637Z,"20km SE of Waimea, Hawaii",earthquake
